customer_id,date_registered,gender,age,residence,job,salary,registration_year,age_group,salary_band,Location,,,
a83c87e2-dac4-445f-95a6-34f24a0540ad,2021-06-29,F,39,"99399 Cindy Parks Apt. 182
Martinville, AK 61875",Sports therapist,72068,2021,Mid-age,High,Martinville,,,
f39a1fa9-84e0-48d6-9fdd-06a2d424ba36,2021-07-28,M,51,"4323 Ingram Cliff
North Jeremy, NC 24993",Armed forces technical officer,20239,2021,Senior,Low,North Jeremy,,,
87086810-c313-41b4-9f88-c9e0f6d01c43,2019-12-19,M,37,"146 April Center
North Cassandramouth, MT 50505","Lecturer, higher education",82471,2019,Mid-age,High,North Cassandramouth,,,
6634a9db-8a87-46f2-b0a9-afe686db9391,2019-09-05,F,41,"9965 Rowe Lock Suite 428
Harperside, HI 13647",Water quality scientist,81189,2019,Mid-age,High,Harperside,,,
c5433037-9b0b-4419-9a3e-12f6fdb6346c,2021-05-15,F,41,"Unit 2793 Box 3933
DPO AE 64899",Museum/gallery exhibitions officer,163820,2021,Mid-age,Very High,Military,,,
a6cd85c0-216f-400b-b7bf-feb768ffe88a,2020-09-10,F,58,"1654 James Glen Apt. 093
South Melissatown, OR 44062","Surveyor, planning and development",183376,2020,Senior,Very High,South Melissatown,,,
c0ba71d0-2d79-42be-9357-d9438c6cc1cf,2021-08-12,F,42,"744 Strickland Lake
East Joshua, KS 46681","Therapist, art",186243,2021,Mid-age,Very High,East Joshua,,,
67f5d88f-6986-4336-bc2f-d277af788c5b,2021-10-06,M,60,"05392 Kimberly Mall Apt. 763
East Colleen, KS 38410",Claims inspector/assessor,90539,2021,Senior,High,East Colleen,,,
23061a55-7d01-4872-80a2-8a69f362a7ec,2022-01-21,M,61,"PSC 2868, Box 9583
APO AE 98559",IT consultant,206245,2022,Senior,Very High,"North Cassandramouth, MT 50505",,,
8de37534-99c7-49f8-895c-ff9ff1e9c889,2021-01-28,M,27,"7788 Fred Throughway Suite 697
Chrisstad, TX 41369",Dispensing optician,130644,2021,Adult,Very High,Chrisstad,,,
c5b4a175-c314-4255-984e-d44be0550d20,2019-09-27,M,35,"8334 Rodney Walk
Colleenland, NM 73437","Conservator, furniture",208532,2019,Mid-age,Very High,Colleenland,,,
8537113f-fa9f-4d08-a492-841cfed52318,2022-04-09,M,22,"39501 Boyd Vista Apt. 147
South Juliefurt, FL 31117",Systems developer,133017,2022,Young Adult,Very High,South Juliefurt,,,
87a6d363-4324-413f-a342-538b1234e991,2022-06-16,F,59,"526 William Vista
Paulaview, SD 88162","Engineer, civil (consulting)",86626,2022,Senior,High,Paulaview,,,
a6583a99-39fc-47c8-b6c7-ec066628e321,2022-01-11,F,21,"969 Collins Lodge
North Tina, NH 23320",Agricultural engineer,185113,2022,Young Adult,Very High,North Tina,,,
a6c9999c-550b-44f5-854a-3effe03f38dc,2020-09-16,M,24,"Unit 2077 Box 8497
DPO AA 28900","Engineer, chemical",56069,2020,Young Adult,Medium,Military,,,
43bb71bc-e600-4a4a-8fd0-ae51a9e798fa,2021-10-29,M,35,"9583 Daniel Station Suite 634
Port Christopherfort, RI 47004",Immunologist,177866,2021,Mid-age,Very High,Port Christopherfort,,,
25d1cfad-32e7-4d86-ac11-0c6286d5fe1a,2021-02-04,M,30,"440 White Dale
Hancockmouth, FL 25302","Scientist, research (life sciences)",193542,2021,Adult,Very High,Hancockmouth,,,
f661d221-825b-4e5f-b7b5-dbbf2b97e6c1,2021-07-18,F,52,"55902 Scott Fort Apt. 900
East Codytown, AZ 34790",Archaeologist,40432,2021,Senior,Medium,East Codytown,,,
825682ae-a291-4597-b134-bbada07307ac,2020-02-27,M,31,"59583 David Trace Suite 447
New Matthew, NY 47331","Producer, radio",53088,2020,Adult,Medium,New Matthew,,,
a10fdca2-5a2f-4bd0-ba81-88dcc0b79e7c,2019-11-13,M,27,"29604 James Mission Suite 953
Port Brianstad, AL 03494",Furniture conservator/restorer,192228,2019,Adult,Very High,Port Brianstad,,,
5f6e77f1-3515-4106-b947-d17340f95d7c,2019-07-17,M,59,"7897 Middleton Trail Suite 706
East Jason, WV 81374",Tour manager,170990,2019,Senior,Very High,East Jason,,,
6b1bbfd9-6787-4461-b0aa-7be763e5ec3a,2020-02-01,M,28,"65940 Flores Ways
Alexandriaville, TX 31289",Bonds trader,178458,2020,Adult,Very High,Alexandriaville,,,
f4e710e9-d085-4ec5-859a-cf3234bb1ba5,2020-04-28,M,35,"4095 Gary Road
North Tara, IA 35838","Development worker, community",30555,2020,Mid-age,Medium,North Tara,,,
11595331-1a4a-4bd0-8116-8842011c195f,2021-05-16,F,32,"2583 Thomas Roads Apt. 371
North Mary, UT 00738",Financial controller,85056,2021,Adult,High,North Mary,,,
aa4502f2-b938-4d2c-8039-5efeb19b1271,2019-08-02,F,25,"4781 Lisa Circle
Christopherborough, NM 48871",Public affairs consultant,166973,2019,Adult,Very High,Christopherborough,,,
84fa318f-3f50-4358-bcff-8ffffa17a69b,2020-06-14,M,50,"USS Morgan
FPO AA 18321","Accountant, chartered",227828,2020,Senior,Very High,"Port Brianstad, AL 03494",,,
1fcc26df-117c-4740-b90e-6138ca0770d7,2021-07-14,M,19,"758 Sherman Highway Apt. 187
Marshallmouth, UT 21799",Speech and language therapist,114340,2021,Young Adult,High,Marshallmouth,,,
2c08e5d4-eff8-4a29-8d62-613cabaa5013,2020-10-26,F,48,"198 Mcguire Oval Suite 038
New Kevin, SC 47483",Phytotherapist,212910,2020,Mid-age,Very High,New Kevin,,,
f4ed4c1f-5ad6-4bff-afc9-65147d418741,2019-07-06,M,54,"Unit 9131 Box 1415
DPO AE 77654",Armed forces operational officer,134302,2019,Senior,Very High,"North Tara, IA 35838",,,
22bb76a5-ae6a-456c-b763-451fa5e65ac6,2020-06-07,M,64,"6985 Ryan Forge
North Kimside, ND 37283",Hydrogeologist,137174,2020,Senior,Very High,North Kimside,,,
03575799-b4c4-42c5-921d-c83c9ec95613,2020-10-24,F,23,"4454 Parker Flat
East Edward, CT 87902",Lexicographer,190818,2020,Young Adult,Very High,East Edward,,,
635bd5ea-55bd-4d99-97fc-187efa38984f,2022-01-17,M,38,"46995 Hill Pass Suite 239
Lake Erin, PA 86189",Secondary school teacher,186143,2022,Mid-age,Very High,Lake Erin,,,
76760966-d89e-4fbd-93bf-1ed076f15c9a,2021-12-13,M,49,"502 Megan Groves
Alanside, NJ 04850",Public affairs consultant,106075,2021,Mid-age,High,Alanside,,,
593fe4a8-fffc-4d67-b5d1-072fd197d5df,2022-05-26,M,40,"311 Martinez Knoll Suite 450
Mitchellfort, MT 75898",Telecommunications researcher,211739,2022,Mid-age,Very High,Mitchellfort,,,
94a83498-f511-400f-87e3-f9301235b8b3,2021-04-08,F,59,"23102 Stone Highway Suite 082
Lake Brian, PA 83769","Administrator, Civil Service",72274,2021,Senior,High,Lake Brian,,,
9a4c964b-d3b2-441e-98e0-acb09d26a5b3,2022-04-26,M,52,"55350 Christine Course Suite 359
New Samanthaland, MN 76653",Contracting civil engineer,46440,2022,Senior,Medium,New Samanthaland,,,
04cc01cf-9ddc-4f14-9e25-18a1ff9b101f,2021-07-24,M,42,"7143 Wilson Falls Suite 890
Spencertown, SD 29047",Architectural technologist,100069,2021,Mid-age,High,Spencertown,,,
20094be9-6c8c-4f1e-b328-ac901eb4a120,2019-09-15,F,46,"703 Johnson Green
Lake Meganfort, SD 07524",Museum education officer,229436,2019,Mid-age,Very High,Lake Meganfort,,,
cf0bc8b1-f8ec-442b-b477-d10a9b5d41e8,2021-06-11,M,30,"46040 Horton Road
Wrightberg, WI 10425",Firefighter,39997,2021,Adult,Medium,Wrightberg,,,
0730bb72-7971-40ab-8e0f-a550e7b42286,2020-01-25,M,55,"372 Julie Station Apt. 602
Pattersontown, NE 37963","Engineer, civil (consulting)",85075,2020,Senior,High,Pattersontown,,,
6cfd4d24-1aa9-4091-8933-d92802e3124f,2019-07-07,M,62,"0219 Susan Passage Suite 555
Morganberg, ID 47453","Scientist, marine",189176,2019,Senior,Very High,Morganberg,,,
9b90c3dc-8b73-4216-a0fe-7a1e04c4f026,2019-10-27,F,38,"964 Annette Courts Suite 424
New James, OK 45965",Osteopath,36088,2019,Mid-age,Medium,New James,,,
9aa7cfae-c0ac-45e6-bf6d-bb83147af2f8,2019-07-30,M,59,"USS Torres
FPO AA 45080","Engineer, materials",101630,2019,Senior,High,"Spencertown, SD 29047",,,
390d60a8-2ac8-4f89-afe5-b97309ccc6cb,2019-11-01,M,40,"87725 Hayden Curve
South James, KS 59265",Mining engineer,151255,2019,Mid-age,Very High,South James,,,
f4a3a20c-c052-4bc4-bf9d-6818b7de20a1,2020-06-10,F,18,"1054 Troy Wall
Montgomerychester, CA 38303",Prison officer,125832,2020,Young Adult,Very High,Montgomerychester,,,
825ddda3-ee11-4837-875b-337d6c9eb3b1,2021-03-07,F,27,"9815 Graham Garden Apt. 771
Guerrafort, NM 10476","Engineer, land",244588,2021,Adult,Very High,Guerrafort,,,
b6c37cb2-95dc-43bc-ab81-e5762af4381c,2019-11-26,M,23,"00321 Brown Shore Suite 500
Kellybury, MS 20549",Environmental health practitioner,187348,2019,Young Adult,Very High,Kellybury,,,
8ea02997-c54c-4a68-bcc5-fd3575ff8088,2021-05-23,M,57,"4503 Mary Tunnel Suite 378
Jordanhaven, LA 17812","Psychologist, counselling",203454,2021,Senior,Very High,Jordanhaven,,,
f9fecb18-bba2-44e1-a23f-b488a38b537c,2021-08-17,M,53,"9666 Cain Avenue Suite 374
Bradychester, FL 22071",Water engineer,88324,2021,Senior,High,Bradychester,,,
78f5906c-6a18-48f1-935c-14b57b9921b8,2022-04-01,M,57,"76905 Diamond Vista Suite 388
Lake Stephanieville, ME 55255",Legal executive,64557,2022,Senior,Medium,Lake Stephanieville,,,
297028b1-2ce4-43e7-99be-3f9680bd7ba2,2019-07-03,M,37,"Unit 0408 Box 0451
DPO AP 70170",Location manager,108756,2019,Mid-age,High,"Montgomerychester, CA 38303",,,
b61fec83-7801-49df-a18c-2ee083d7a305,2021-05-25,F,19,"944 Joshua Harbor
West Dennisstad, MT 82515",Adult nurse,239359,2021,Young Adult,Very High,West Dennisstad,,,
4fbd693b-57b6-48fc-9972-aaa5b52c2c5f,2021-11-19,M,37,"890 Brian Flat
New Robert, WV 40944",Product manager,118102,2021,Mid-age,High,New Robert,,,
90bba512-9db8-4d66-b1b2-64da87ab861d,2020-02-10,M,48,"90499 Floyd Forge Suite 675
West Brookefurt, AL 95109",Marketing executive,42296,2020,Mid-age,Medium,West Brookefurt,,,
96e528a7-0c83-4ca3-aca9-dc624ad52fed,2021-07-12,M,51,"99900 Susan Circle
Smithside, KS 51084",Museum/gallery curator,116102,2021,Senior,High,Smithside,,,
4850d874-5674-4ece-b7bd-b4315ce50b57,2020-07-07,M,22,"32487 John Lights Apt. 349
Richardville, SC 94998","Accountant, chartered",83232,2020,Young Adult,High,Richardville,,,
edd3406b-209d-4dfa-a2f0-54d7cf938e59,2021-09-29,M,48,"36644 Joyce Stream Suite 545
New Christophershire, MO 08533",Medical laboratory scientific officer,108641,2021,Mid-age,High,New Christophershire,,,
6eccae58-adee-41fc-b5cc-4aecc1be367f,2021-09-25,F,35,"Unit 4571 Box 7158
DPO AP 12849",Comptroller,90475,2021,Mid-age,High,"West Dennisstad, MT 82515",,,
323a233d-801a-4988-9e7d-50bd72c26622,2021-03-29,F,44,"41623 Richard Neck Apt. 152
Bradleyberg, GA 16672",Air broker,176962,2021,Mid-age,Very High,Bradleyberg,,,
1bbac5e2-541b-4110-9e51-3e2c7281ac0e,2021-10-10,F,26,"9539 Thomas Island
Smithmouth, NV 96972",English as a foreign language teacher,50429,2021,Adult,Medium,Smithmouth,,,
2eebb55d-eee9-4d63-a7c6-0a43005278ad,2022-04-04,F,57,"360 Robert Greens
Port Leonardberg, DE 66881",Arts development officer,208567,2022,Senior,Very High,Port Leonardberg,,,
feca844c-7126-44bd-b74c-a66c5247e9aa,2021-08-12,M,44,"251 Michael Mills
Davishaven, WI 96233",Forensic scientist,224937,2021,Mid-age,Very High,Davishaven,,,
f71964e9-2a73-4c81-b86c-ec461c62af28,2020-07-26,M,52,"03173 Rogers Island Suite 683
Mirandaberg, IN 64143","Nurse, learning disability",119619,2020,Senior,High,Mirandaberg,,,
56a0253a-8bee-4cc8-8f71-9181aa358bc1,2020-10-28,F,41,"83753 Cody Ports Apt. 543
Christinaberg, NC 53795","Conservator, furniture",143521,2020,Mid-age,Very High,Christinaberg,,,
136b8360-a002-4a87-b2c9-03c5a659e74c,2020-09-23,F,62,"14649 Miranda Mills
Ramirezfurt, MN 49166",Chartered management accountant,221817,2020,Senior,Very High,Ramirezfurt,,,
10e9fdb5-3e80-47d4-a046-253f9fe04234,2020-03-02,M,29,"2858 Hart Forks Suite 023
Franktown, SC 35010",Radio broadcast assistant,149546,2020,Adult,Very High,Franktown,,,
dd27a21d-4d98-45a6-96b0-0c1970186119,2022-06-19,F,20,"286 Karen Station
Bullocktown, OK 57149",Control and instrumentation engineer,172007,2022,Young Adult,Very High,Bullocktown,,,
0b98459d-84d3-451e-9598-8ef708d1b86c,2021-04-10,M,35,"355 Ortega Gateway Apt. 740
Wilcoxview, OR 20881",Games developer,68691,2021,Mid-age,Medium,Wilcoxview,,,
010d5abb-8c2d-4308-9b0b-215b27a74f6b,2019-12-17,F,31,"3932 Heather Circles Suite 755
North Kellyland, IN 02210",Bonds trader,24652,2019,Adult,Low,North Kellyland,,,
9b31fc98-12db-42a3-bd32-8b3a583a94ca,2021-09-07,F,60,"434 Thompson Brooks
Kevinchester, NM 71697","Engineer, building services",76733,2021,Senior,High,Kevinchester,,,
b3a84364-444a-4c7c-abba-579af4277428,2022-04-26,M,43,"1923 Susan Ville
Austinfort, ID 47855",Claims inspector/assessor,81809,2022,Mid-age,High,Austinfort,,,
3547eabb-98c6-4357-9e27-9057379d3b9c,2021-11-21,F,61,"799 Day Gardens
North Michaelside, SD 58726",Medical illustrator,57477,2021,Senior,Medium,North Michaelside,,,
c88e337f-86ec-48f8-90e3-3e5c6e56277d,2019-07-26,M,30,"06646 Jill Pine Apt. 205
Jamesland, CT 51049",Marine scientist,69962,2019,Adult,Medium,Jamesland,,,
d7f38075-642b-4ad9-9be8-9590dd00e61c,2021-12-13,M,52,"97557 Watson Meadows
Alvarezville, CA 71566",Insurance risk surveyor,40625,2021,Senior,Medium,Alvarezville,,,
fd93fbd4-772d-4117-9b64-e155cd618f44,2021-06-06,F,20,"16270 Pamela Walks
South Erinport, VT 43111","Engineer, energy",161433,2021,Young Adult,Very High,South Erinport,,,
84934ab3-338c-4e80-abcb-be93c12b003f,2020-12-26,F,34,"619 Daniel Station
South Megan, MD 73534",Multimedia specialist,170149,2020,Adult,Very High,South Megan,,,
96433875-1e11-4fea-a716-b6b9b593aac4,2020-04-11,M,58,"8918 Nguyen Springs Apt. 645
Lake Lisa, KS 33942",Energy engineer,134763,2020,Senior,Very High,Lake Lisa,,,
52ef8264-1c86-475f-9975-c99fbd73ae32,2021-08-21,M,31,"275 Gabriella Drive Suite 225
Perryshire, AL 35873",Fitness centre manager,189641,2021,Adult,Very High,Perryshire,,,
d860b5cc-9e82-4d93-8177-c99f286f9555,2022-02-02,M,49,"43197 Karina Roads Suite 848
Nicholshaven, VT 96457","Lecturer, further education",208694,2022,Mid-age,Very High,Nicholshaven,,,
9796355c-f3f0-4f4e-80ea-0b1390ce9ba0,2022-03-03,F,47,"3235 Martin Shoal Apt. 781
Gailmouth, ME 39192",Diagnostic radiographer,241117,2022,Mid-age,Very High,Gailmouth,,,
0c46ed6a-4257-4204-9a1a-8b49906dc907,2021-01-21,M,28,"606 Brown Shore Apt. 356
Brownville, NE 06562",Psychotherapist,198543,2021,Adult,Very High,Brownville,,,
64b91a00-43b3-45a0-bd88-82cbeb3f9c11,2021-08-22,M,38,"011 Burke Extension Apt. 633
New Jameschester, ID 60711",Database administrator,215391,2021,Mid-age,Very High,New Jameschester,,,
a02ee014-827a-45a6-82af-975a4a4ac78c,2020-01-13,F,36,"PSC 2702, Box 7489
APO AP 54517",Operations geologist,204446,2020,Mid-age,Very High,"Lake Lisa, KS 33942",,,
90d894c2-aaa8-4718-adfc-6c3b6b22436d,2021-04-22,F,33,"1507 Jason Flats
South Sheila, IL 13852",Fitness centre manager,155816,2021,Adult,Very High,South Sheila,,,
d8d52ce4-5196-44ba-a054-cf2d8c1191e4,2020-12-07,M,44,"7720 Jeffrey Ford
Larsonbury, ME 82671",Medical sales representative,130658,2020,Mid-age,Very High,Larsonbury,,,
3947851a-02bb-481f-b308-f71a139d07ae,2021-08-18,M,65,"476 Griffin Lakes
Lake Edwardstad, WY 80154",Radio producer,106937,2021,Senior,High,Lake Edwardstad,,,
b15ee038-fa37-4cff-ba62-fdc6b3987ca5,2020-01-22,M,25,"54943 Mark Stravenue Apt. 171
West Kelsey, MO 85942",Legal executive,226581,2020,Adult,Very High,West Kelsey,,,
17353060-4e42-4605-890d-7aa2270c0eee,2022-01-18,M,36,"03449 Williams Fords Suite 078
East Michael, MO 36690",Electronics engineer,28526,2022,Mid-age,Low,East Michael,,,
eade5bd6-1dcc-4452-afa9-d96e91a6b60d,2021-10-29,M,21,"6948 Suarez Passage
New Sergiofurt, NH 33993",Social researcher,211901,2021,Young Adult,Very High,New Sergiofurt,,,
